"Datenmodell","Kategorie","Tabellenname","Datenfeldname","Datenfeldbezeichnung","Beschreibung","Anmerkung","Datentyp","Anzahl Stellen","Min","Max","Ausprägungen","Verfügbare BJ","DM 3","DM 4","BJ 2019","BJ 2020","BJ 2021","BJ 2022","BJ 2023","BJ 2024"
"DM4","Zahn","ZAHNFALLV","ZANRBEH1PSEUDO","Pseudonym der Zahnarztnummer","Weitere(r), am Behandlungsfall beteiligte(r) Zahnärztin / Zahnarztes","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH1FG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH1PRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH1PSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH2PSEUDO","Pseudonym der Zahnarztnummer","Weitere(r), am Behandlungsfall beteiligte(r) Zahnärztin / Zahnarztes","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH2FG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH2PRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH2PSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH3PSEUDO","Pseudonym der Zahnarztnummer","Weitere(r), am Behandlungsfall beteiligte(r) Zahnärztin / Zahnarztes","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH3FG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH3PRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH3PSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH4PSEUDO","Pseudonym der Zahnarztnummer","Weitere(r), am Behandlungsfall beteiligte(r) Zahnärztin / Zahnarztes","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH4FG","Fachgruppe der Zahnarztnummer","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH4PRUEF","Erfolg Reproduktion Prüfsumme zur Zahnarztnummer","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRBEH4PSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur Zahnarztnummer","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRABRPSEUDO","Pseudonym der abrechnenden Zahnarztpraxis","Pseudonym der ""Abrechnungsnummer""","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ZANRABRKZV","KZV-Bereich der Zahnärztin oder des Zahnarztes","Stellen 2 und 3 der Abrechnungsnummer, wenn Stelle 1 = 0; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","BEHANDARTZAHN","Behandlungsart","KC = Konservierend chirurgische Leistungen
 KF = Kieferorthopädische Leistungen","Durch datenliefernde Stelle erzeugt","alphanum.","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","BEGINNDATZAHN","Datum Beginn der Behandlung","Falls Feld 9 = KC: Angabe aus dem Feld ""Leistungsquartal"", falls dieses gefüllt ist, sonst Angabe aus dem Feld ""Abrechungsquartal""
 Falls Feld 9 = KF: Datum des Beginns der Behandlung, falls gefüllt; sonst leer","TA Segment DTM Datum","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","ENDEDATZAHN","Datum Ende der Behandlung","Falls Feld 9 = KC: nicht zu übermitteln
 Falls Feld 9 = KF: Datum des Endes der Behandlung, falls gefüllt; sonst leer","TA Segment DTM Datum","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","FALLKOZAHN","Geldbetrag","Falls Feld 9 = KC: Summe der abgerechneten Vergütung aus dem Honorar inkl. in Euro bewerteten Leistungen inkl. zwei Nachkommastellen
 Falls Feld 9 = KF: Summe der beiden Elemente ""Gesamtbetrag der Begleitleistungen"" und ""Zahnärztliches Honorar KFO Leistungen in Euro""","TA Segment MOA Geldbetrag","numerisch","..12(,2)","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","EIGENLABOR","Geldbetrag Eigenlabor","Falls Feld 9 = KF, Gesamtkosten Eigenlabor in Euro","TA Segment MOA Geldbetrag","numerisch","..12(,2)","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","FREMDLABOR","Geldbetrag Fremdlabor","Falls Feld 9 = KF, Gesamtkosten Fremdlabor in Euro","TA Segment MOA Geldbetrag","numerisch","..12(,2)","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNFALLV","INANSPRARTZAHN","Art der Inanspruchnahme","Falls Feld 9 = KF,
 A = Regelbehandlung
 F = Frühbehandlung
 V = Verlängerungsbehandlung
 L = Leerquartal
 D = Diagnostik vor der Behandlung bzw. Einzelmaßnahmen außerhalb der laufenden Behandlung
 N = Notfallvertretung
 R = Retentionsquartal","TA Segment RIA Kennzeichen für Art der Inanspruchnahme","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNLEISTV","FALLIDZAHNV","Fall-ID des ambulanten Zahnarztfalls (Vorab-Daten)","Technische Fall-ID zur Verknüpfung mit Satzart ZAHNFALLV","Satzart ZAHNFALLV Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNLEISTV","LEISTDAT","Datum der Leistung","","TA Segment DTM Datum","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNLEISTV","ZAHN","Zahnangabe Beschreibung kodiert","","Für KC-, KB-, KF-Fälle TA Segment IMZ Beschreibung codiert","alphanum.","..5","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNLEISTV","GEBNR","Gebührennummer","","TA Segment GIN Identitätsnummer","alphanum.","..25","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNLEISTV","GEBPOS","Positionsangabe Beschreibung kodiert","","TA Segment IMD Beschreibung codiert","alphanum.","..5","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Zahn","ZAHNLEISTV","GEBNRZAHL","Anzahl der Gebührennummern","","TA Segment AGN Anzahl der abgerechneten Gebührennummern","numerisch","..4","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","ARBNR (bzw: VSID & PSID)","Arbeitsnummer des Versicherten","Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt","Satzart VERS","numerisch","9","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","AUID","ID der AU-Bescheinigung","Technische ID zur Verknüpfung mit der Satzart AUDIAG","Durch datenliefernde Stelle erzeugt","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","NRAUSTPERSPSEUDO","Pseudonym der ausstellenden / verschreibenden Person","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","NRAUSTPERSFG","Fachgruppe  der ausstellenden / verschreibenden Person","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","NRAUSTPERSPRUEF","Erfolg Reproduktion Prüfsumme zur ausstellenden / verschreibenden Person","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer), 0 = Nicht korrekt, NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","NRAUSTPERSPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur ausstellenden / verschreibenden Person","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","BSNRPSEUDO","Pseudonym der Betriebsstätte","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","BSNRVOVB","Versorgungsbereich der Betriebsstätte","Stellen 1 und 2 der Betriebsstättennnummer, wenn gleich 26, 35, 74 oder 75; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","BSNRVOKV","Regionalkennzeichen der Betriebsstätte","Stellen 3 und 4 der Betriebsstättennnummer, wenn Stellen 1 und 2 gleich 26, 35, 74 oder 75; sonst Stellen 1 und 2","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","FESTDAT","Feststellungsdatum","Abweichend von der TAeAU wird das Datum mit 8 Stellen im Format JJJJMMTT statt 10 Stellen im Format JJJJ-MM-TT übermittelt.","TAeAU Tab. 23 ID 76 Festgestellt am","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","SEITDATAU","AU seit","Abweichend von der TAeAU wird das Datum mit 8 Stellen im Format JJJJMMTT statt 10 Stellen im Format JJJJ-MM-TT übermittelt.","TAeAU Tab. 23 ID 74 AU-seit","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUBES","BISDATAU","Voraussichtlich AU bis","Abweichend von der TAeAU wird das Datum mit 8 Stellen im Format JJJJMMTT statt 10 Stellen im Format JJJJ-MM-TT übermittelt.","TAeAU Tab. 23 ID 75 Voraussichtlich-AU-bis","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUDIAG","AUID","ID der AU-Bescheinigung","Technische ID zur Verknüpfung mit der Satzart AUBES","Satzart AUBES Feld 2","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUDIAG","ICDAU","Diagnose, kodiert","","TAeAU Tab. 23 ID 88 ICD-10-Code","alphanum.","1..12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUDIAG","DIAGSICH","Diagnosesicherheit","","TAeAU Tab. 23 ID 93 Diagnosesicherheit","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","AU","AUDIAG","DIAGLOKAL","Diagnoselokalisation","","TAeAU Tab. 23 ID 94 Seitenlokalisation","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Arzneimittel","REZ","ARBNR (bzw: VSID & PSID)","Arbeitsnummer des Versicherten","Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt","Satzart VERS, Feld 1","numerisch","9","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","REZNR","Rezeptnummer","Technische Fall-ID zur Verknüpfung mit Satzart EZD","Durch datenlierfende Stelle erzeugt","numerisch","1..9","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","PZNREZ","Pharmazentralnummer","Hilfsmittel sind eingeschlossen, sofern sie im Rahmen dieses Verfahrens übermittelt worden sind.
 Bei Angabe eine Sonderkennzeichens muss die Satzart EZD gefüllt sein.","TA3 Feldposition EFP-02","alphanum.","8 oder 10","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","VODAT","Verordnungsdatum","eRezept: Bindestriche entfernen","TA3 Feldposition ZUP-03","numerisch","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","BSNRVOPSEUDO","Pseudonym der verordnenden Stelle","eRezept: Es müssen alle drei Endpunkte aus der Quelle betrachtet werden. Der erste gefunden Wert wird in das Zielfeld übernommen. Wird ein Wert mit weniger als 9 Stellen ermittelt, wird mit nachgestellten Leerzeichen auf 9 Zeichen aufgefüllt.","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","BSNRVOVB","Versorgungsbereich der verordnenden Stelle","Stellen 1 und 2 der Betriebsstättennnummer, wenn gleich 26, 35, 74 oder 75; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","BSNRVOKV","Regionalkennzeichen der verordnenden Stelle","Stellen 3 und 4 der Betriebsstättennnummer, wenn Stellen 1 und 2 gleich 26, 35, 74 oder 75 oder wenn Vertragskennzeichen gleich 55 (Modellvorhaben), wenn Begründung gleich 1 oder 01 (Zahnärzte), dann Stelle 2 und 3 der bsnrvo; sonst Stellen 1 und 2","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","LANRVOPSEUDO","Pseudonym der ausstellenden / verschreibenden Person","Da LANR nicht eindeutig ist (verschreibend und verantwortliche Person können verschieden sein), wird hier explizit die LANR der Arztnummer der 
 ausstellenden / verschreibenden Person nach TAE16A ermittelt.
 Weitere Informationen zum eRezept-Mapping: Technische Anlage 7 Anhang 1 Lebenslange Arztnummer (ZUP-25) und Zahnarztnummer (ZUP-26)","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","LANRVOFG","Fachgruppe der ausstellenden / verschreibenden Person","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","LANRVOPRUEF","Erfolg Reproduktion Prüfsumme zur verordnenden Person","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","LANRVOPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur verordnenden Person","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","ABGABEDAT","Datum der Abgabe","eRezept: Bindestriche entfernen","TA3 Feldposition ZUP-11","numerisch","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","BEGRUENDUNG","Kennzeichnung für zahnärztlichen Verordnungen","Es handelt sich um ein Code-System
 https://fhir.kbv.de/CodeSystem/KBV_CS_FOR_Qualification_Type
 Mögliche Quellwerte: 00 = Arzt; 01 = Zahnarzt; 02 = Hebamme; 03 = Arzt in Weiterbildung; 04 = Arzt als Vertreter
 eRezept: Wenn Quellwert = „01“ dann „1“ sonst „0“ ins Zielfeld","TA3 Feldposition ZUP-10","alphanum.","1","0","1","0 = ""Kein Zahnarzt""; 
 1 = ""Zahnarzt""","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","VERTRAGSKNZ","Vertragskennzeichen","eRezept: extension(http://fhir.abda.de/eRezeptAbgabedaten/StructureDefinition/DAV_EX_ERP_Vertragskennzeichen).valueString","TA3 Feldposition ZUP-24","alphanum.","…25","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","APOPSEUDO","Pseudonym der abgebenden Apotheke","Weitere Informationen zum eRezept-Mapping:
 Technische Anlage 7 Anhang 1 
 Nachrichtenreferenz (UNH-02) und Irrläuferrezepte (FHIR-Element Invoice.extension:irrlaeufer)","TA3 Feldposition UNH-02","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","APOKLASS","Klassifikation der Apotheke","Stellen 1 und 2 des Institutionskennzeichens","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","APOREGKNZ","Regionalkennzeichen der Apotheke","Stellen 3 und 4 des Institutionskennzeichens","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","APOPRUEF","Erfolg der Reproduktion der Prüfsumme der Apotheke","1 = Korrekt (Prüfsumme = Ziffer 9 des IK)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","0","1","1 = ""korrekt (Prüfsumme = Ziffer 9 der IK)""; 
 0 = ""nicht korrekt""; 
 NULL = ""Berechnung fehlgeschlagen""","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","APOSITZ","Sitz der Leistungserbringerin oder des Leistungserbringers in In- oder Ausland","Wohnsitzländercode der Apotheke
 eRezept: address.country","TA3 Feldposition REC-08","alphanum.","1","1","2","1 = ""Leistungserbringer mit Sitz im Inland""; 
 2 = ""Leistungserbringer mit Sitz im Ausland""","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","APOTYP","Unterscheidung des Typs der Apotheke","A = Öffentliche Apotheken; K = Krankenhausapotheken; S = Sonstige Leistungserbringer","TA3 Feldposition REC-07","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","MENGE","Anzahl Einheiten","","TA3 Feldposition EFP-03","numerisch","1..6","0","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","NOCTU","Noctu","Der Wertebereich ist Boolean: false = Noctu: Gebühr ist vom Versicherten zu zahlen (Standardwert); true = Noctu: Gebühr ist vom Kostenträger zu zahlen
 eRezept: Wenn Quellwert = „true“ dann „1“ ins Zielfeld","TA3 Feldposition ZUP-09","alphanum.","1","","","1 = ""Ja (Gebühr ist nicht vom Versicherten, sondern vom Kostenträger zu zahlen)""","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","AUTIDEM","Aut Idem","Der Wertebereich ist Boolean: True =  aut idem möglich (austauschbar) ; False = aut idem ausgeschlossen (nicht austauschbar)
 TA3: Zuordnung zur Verordnungszeile; dort inverse Logik auf Papierrezept; für Wertebereich des Zielfeldes gilt: 0 = Feld ist angekreuzt; 1 = Feld ist nicht angekreuzt
 eRezept: Wenn Quellwert = „true“, dann „1“ ins Zielfeld; wenn Quellwert = „false“, dann „0“ ins Zielfeld","TA3 Feldposition ZUP-14 bis ZUP-22","alphanum.","1","0","1","0 = ""Substitution nicht erlaubt""; 
 1 = ""Substitution erlaubt""","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","REZ","WIRKSTOFFVO","Wirkstoffverordnung","Der Wertebereich im erezept ist Boolean und tritt in der Extension zum „Zusatzattribut Wirkstoffverordnung“ auf. Möglicher Wert = „true“ (fixed) oder nicht vorhanden, wenn die Extension zum Zusatzattribut Wirkstoffverordnung fehlt.
 TA3: 0 = Keine Wirkstoffverordnung, wenn Quellwert EFP 10 = ""1""; 1 = Wirkstoffverordnung, wenn Quellwert EFP-10 = ""2""","TA3 Feldposition EFP-10","alphanum.","1","0","1","0 = ""Keine Wirkstoffverordnung""; 
 1 = ""Wirkstoffverordnung""","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
